ID,REVIEW,LABEL,LENGTH,PREPROCESS,LENGTH_PRE
571,"Tempatnya nyaman untuk kerja maupun ngobrol sama temen, disini saya memesan Yakisoba karena lihat dari posternya, ternyata porsinya cukup kecil dengan harga premium, dan isinya juga sederhana, dan rasa yang eatable, rasa yakisoba akan lebih enak ketika ditambah dengan sausnya, yakisoba disini disajikan di atas piring plastik, tapi tekstur mienya kenyal jadi nilai tambah utk yakisoba disini, untuk minumannya seger dan manisnya cukup, porsi makanan, rasa, antrian dan waktu pelayanannya  harap bisa di tingkatkan lagi",5,519,nyaman kerja maupun ngobrol sama temen sini mes yakisoba karena lihat poster nyata porsi cukup kecil harga premium isi sederhana rasa eatable rasa yakisoba lebih enak tambah saus yakisoba sini saji atas piring plastik tapi tekstur mienya kenyal jadi nilai tambah utk yakisoba sini seger manis cukup porsi rasa antri waktu harap tingkat,335
572,The barista is friendly and helpful,5,35,barista friendly helpful,24
573,"Less workers. Its been a long time since I ordered 2 drinks. Blend while making a drink. I dont make drinks, I just grind them. Wow",3,131,less workers long time since ordered drinks blend making drink dont make drinks grind wow,89
574,"Kalau ke Bu Kris yang di pengampon, wajib coba kotot penyetnya. Di Bu Kris yang lain ngga ada menu ini. Mantab rasanya",5,118,kalau bu kris pengampon wajib coba kotot penyet bu kris lain ngga menu mantab rasa,82
575,"viewnya bagus klo sore ke sini sekali, klo dibanding sb lain di sini selalu rame dan sinyalnya kurang banget, jarang ada tempat kosong service agak lama, saya dapet meja bekas orang, masih ada sisa makanan saya minta bersihin udah 4x baru dibersihin padahal saya mau kasi laptop dll",3,282,viewnya bagus klo sore sini sekali klo banding sb lain sini selalu rame sinyal kurang banget jarang kosong service agak lama dapet meja bekas orang masih sisa minta bersihin udah baru dibersihin padahal mau kasi laptop,218
576,Mkn siang dulu ale...,5,21,mkn siang dulu ale,18
577,Ngopi sambil mendengarkan Klakson Mobil & Motor,5,47,ngopi dengar klakson mobil motor,32
578,Nikmat banget..,5,15,nikmat banget,13
579,"Pelayanannya sangat cepat, lumayan buat buat nyambil isi bensin...",5,66,sangat cepat lumayan buat buat nyambil isi bensin,49
580,"Tdk ada tempat duduk deh sptnya, kemarin beli takeaway, sepi, pelayanan cepat. Edit: Trnyata ddukannya, baru kali ini duduk, agak lama nunggunya.",5,145,tdk duduk deh sptnya kemarin beli takeaway sepi cepat edit trnyata ddukannya baru kali duduk agak lama nunggunya,112
581,"Jauh lebih baik dari yang sebelumnya dan lebih modern. Makin besar tapi harga juga makin tidak murah. Sebagai contoh kacang pedas yang sama barangnya bisa selisih lebih dari 5000 per bungkusnya. Ada 4 lantai. Lt. Dasar utk parkir. Lt. 1 utk toko oleh-oleh. Lt. 2 utk resto (indoor dan semi-outdoor) Lt. 3 utk Ruang Privat dan Musholla Harga makanannya juga makin tinggi, sebagai  contoh tahu petis yang biasanya cukup banyak tapi jadi lebih sedikit. Terdapat ruang private yang nyaman dan terdapat lift bagi orang tua.",4,518,jauh lebih baik belum lebih modern makin besar tapi harga makin tidak murah bagai contoh kacang pedas sama barang selisih lebih per bungkus lantai lt dasar utk parkir lt utk toko lt utk resto indoor semioutdoor lt utk ruang privat musholla harga makin tinggi bagai contoh tahu petis biasa cukup banyak tapi jadi lebih sedikit ruang private nyaman lift orang tua,361
582,Label gula pesen 0% sm 75% kebalik,1,34,label gula sen sm balik,23
583,"Salah satu pilihan tempat nongkrong di daerah darmo. Tempatnya nyaman, pelayanan ok.",5,84,salah satu pilih nongkrong daerah darmo nyaman,46
584,"Suka dengan Milo dinosaurus nya mantab banget, cuma terlalu manis buat yang kurang suka manis",5,93,suka milo dinosaurus mantab banget cuma terlalu manis buat kurang suka manis,76
585,"Rasa enak, pelayanan ramah poll dan tempatnya yg nyaman bgt. Recommended",5,72,rasa enak ramah poll nyaman bgt recommended,43
586,"Promonya banyak bgttt, terus staffnya juga ramaah pwoll",5,55,promonya banyak bgttt terus staffnya ramaah pwoll,49
587,Letaknya bersebelahan dengan alfamart yg berada di area spbu bp pemuda.,5,71,letak bahan alfamart area spbu bp pemuda,40
588,Langganan tiap pagi mampir dulu,5,31,langgan tiap pagi mampir dulu,29
589,"ada salah 1 staff (pakai polo shirt hitam ada logo security gt) ngmgnya ga sopan.. posisi saya di lantai 1 dan kebelet pipis banget, kebetulan duduk dpn toilet karyawan, ya uda saya lgsg pipis di sana, trnyata ga bs diflush, trs saya panggil staff tsb mau tanya malah blg  mbaknya ga bisa baca ya ini toilet karyawan, ngapain ke toilet sini  ngmgnya dgn suara lantang sampe cust lain jg dnger.. luar biasa banget, dan yg ditegur hebatnya cuma saya, pdhl setelah saya ada mbak  juga pakai toilet tsb ga ditegur cuma diliatin aja",2,527,salah staff pakai polo shirt hitam logo security gt ngmgnya ga sopan posisi lantai kebelet pipis banget betul duduk dpn toilet karyawan uda lgsg pipis sana trnyata ga bs diflush trs panggil staff tsb mau tanya malah blg mbak ga baca toilet karyawan ngapain toilet sini ngmgnya dgn suara lantang sampe cust lain jg dnger luar biasa banget tegur hebat cuma pdhl telah mbak pakai toilet tsb ga tegur cuma diliatin aja,414
590,Enak minuman dan makanan nya. Pelayanan cepat dan ramah.,5,56,enak cepat ramah,16
591,"Cukup baiklah tempatnya..Makanan juga tasty. Untuk parkiran di depan resto, jika beruntung bakalan dapat..Jika tidak, bisa parkir di family mart sebelahnya. Parking: Jika penuh tempat parkir, bisa parkir di family mart sebelahnya.",4,230,cukup baik tasty parkir depan resto untung bakal tidak parkir family mart belah parking penuh parkir parkir family mart belah,125
592,Layanan di sebelah Anderson buruk oderan online di abai no padahal selesai gak langsung Peking burukk excelaso situ,1,115,belah anderson buruk oderan online abai no padahal selesai gak langsung peking burukk excelaso situ,99
593,Pelayanan lama banget bisa cepat ga ya kerjanya,1,47,lama banget cepat ga kerja,26
594,"Cocok untuk tempat makan siang rame2 bareng temen/kolega/keluarga. Tempat luas indoor dan outdoor. Soal menu ga usah diragukan, rasa mantap sambel tersedia variasi tingkat kepedasan. Hanya saja penyajian makanan agak lama dan staff kurang gercep.",5,246,cocok siang rame bareng temen kolega keluarga luas indoor outdoor soal menu ga usah ragu rasa mantap sambel sedia variasi tingkat pedas saji agak lama staff kurang gercep,170
595,pelayanan buruk dan waktunya lama sejam menunggu,1,48,buruk waktu lama jam tunggu,27
596,mantapp pelayanannya gercep,5,27,mantapp gercep,14
597,"Resto paling fav , makanan juga enak2, pelayanan ramah, suasana nyaman.",5,71,resto paling fav enak ramah suasana nyaman,42
598,"Rasanya lumayan, kaya minuman pada umumnya aja.. suka minuman matcha nyaaaa",4,75,rasa lumayan kaya umum aja suka matcha nyaaaa,45
599,Kopi kenangan mantan terbaik,5,28,kopi kenang mantan baik,23
600,"Cocok untuk meeting santai. Suasana sangat tenang & private (kadang playlistnya jamet sih). Khusus jual kopi2 authentic/fusion, nggak jual yg basic2 seperti coffeeshop lain misalnya americano/longblack Good point mereka pakai gelas, nggak pakai cup sekali pakai sama sekali. Parkir luas banget, aman mobil motor tapi parkinya bayar & agak mahal Masuk lewat samping belok kiri dari arah juanda",5,392,cocok meeting santai suasana sangat tenang private kadang playlistnya jamet sih khusus jual kopi authentic fusion nggak jual basic coffeeshop lain misal americano longblack good point pakai gelas nggak pakai cup sekali pakai sama sekali parkir luas banget aman mobil motor tapi parkinya bayar agak mahal masuk lewat samping belok kiri arah juanda,346
601,"Kentangnya memang beda, mantul",5,30,kentang memang beda mantul,26
602,Terlalu lama pegawenya lemot,2,28,terlalu lama pegawenya lot,26
603,Orang nya ramah,5,15,orang ramah,11
604,"One of the best steak restaurants in Surabaya Tenderloin steak nya di-grill dengan baik. Yang legend dan the best adalah kuah steak-nya. So far dari kualitas pengolahan steak nya, Boncafe Galaxy Mall dan pusat yang di Manyar lah yang paling baik. Untuk suasana tempat makan sangat nyaman. Pelayanannya baik sekali.",5,314,one best steak restaurants surabaya tenderloin steak digrill baik legend best kuah steaknya far kualitas olah steak boncafe galaxy mall pusat manyar lah paling baik suasana sangat nyaman baik sekali,198
605,Enak. Mantap.,5,13,enak mantap,11
606,"Hari ini jam 2dinihari selasa 20 feb,  saya ke gacoan mayjen saya merasa dirugikn dengan salah satu karyawan disana. Tidak sopan tidak bisa menghargai customer. Dmikian sdikit percakapannya: Saya sedang berjalan kearah pelayanan untuk minta plastic bungkus sambil memegang rokok, ada 2/3 krywn yg duduk diantrian ojol. Tiba Salah satu krywan mengucap (Biyoh biyoh) sambil menatap kearah saya. Apakah ada yg salah dengan saya? Pakaian sayapun sangat tertutup dengan baju dan celana panjang. Saya kira sudah sampai situ, tetapi ternyata tidak setelah saya beranjak kluar dan menengok kearahnya dia malah melihat saya dengan melotot seperti menantang. Saya hanya menyayangkan sikap salah satu karyawan trsebut. Hanya krna salah satu karywan yg kurang ber attitude restoran yg sangat digemari ini menjadi jelek dimata salah satu customer.",1,834,hari jam dinihari selasa feb gaco mayjen rasa dirugikn salah satu karyawan sana tidak sopan tidak harga customer dmikian sdikit cakap sedang jalan arah minta plastic bungkus pegang rokok krywn duduk antri ojol tiba salah satu krywan ucap biyoh biyoh tatap arah salah pakai sangat tutup baju celana panjang kira situ tetapi nyata tidak telah anjak kluar tengok arah malah lihat melotot tantang sayang sikap salah satu karyawan trsebut krna salah satu karywan kurang ber attitude restoran sangat gari jadi jelek mata salah satu customer,534
607,Tempatnya cozy bgt,5,18,cozy bgt,8
608,"Pros: pilihan minuman kekinian yg beragam, bisa memilih minuman tanpa gula, pelayanan cukup baik, tersedia tempat duduk untuk minum di tempat.",4,142,pros pilih kini agam pilih tanpa gula cukup baik sedia duduk,60
609,"Tempat bersih, bocil friendly bngt",5,34,bersih bocil friendly bngt,26
610,Pesen 2 Steak gosong,2,20,sen steak gosong,16
611,"Wahaha !!! Saya kira excelso enak rasanya ternyata GK banget wkkwkwk, mending beli kopi di warung rasanya sama aja . utk suasananya oke",2,135,wahaha kira excelso enak rasa nyata gk banget wkkwkwk mending beli kopi warung rasa sama aja utk suasana oke,108
612,Pelayan sedikit. Suasana berisik jika ada acara di Atrium.,3,58,sedikit suasana berisik acara atrium,36
613,"Rasa avocado coffee paling kacau malam ini, ga dikasih cream esnya dan semua takarannya ga standar, asal",1,104,rasa avocado coffee paling kacau malam ga kasih cream es semua takar ga standar asal,84
614,"Pelayanan starbucks yg paling buruk! Saya kesini membawa anjing saya dan duduk di outdoor (tanpa mengetahui kalo Sbuck di sini itu tidak pet friendly). Tiba2 setelah saya memesan kopi dan roti kita di suruh pindah dan di ksh tau kalo Sbucks di sini tidak pet friendly oleh satu karyawan namanya yehe ato siapapun itu. Lah, kalo tidak pet friendly ya tolong di kasih tau dari awal dong, jangan udah mesen ini itu baru di usir. harusnya saya pindah aja langsung ke tobys estate ato tmpt lain yg pet friendly. (saya paham dan tidak masalah diusir kalo tidak pet friendly) Dan ketika di tanya lah kok baru di ksh tau akir2 dan tanda dilarang bawa petnya di mana? Malah membalas iya, ada di syarat dan ketentuan seperti itu lah saya mau ngopi di starbuck harus baca syarat dan ketentuan seperti daftar email baru begitu maksudnya? Minim setidaknya kasih tanda no pets allowed ato gimana lah, dan bok ya langsung di ksh tau langsung, jgn nunggu mesen dulu kyk kejar target aja.",1,971,starbucks paling buruk kesini bawa anjing duduk outdoor tanpa tahu kalo sbuck sini tidak pet friendly tiba telah mes kopi roti suruh pindah ksh tau kalo sbucks sini tidak pet friendly satu karyawan nama yehe ato siapa lah kalo tidak pet friendly tolong kasih tau awal dong jangan udah mesen baru usir pindah aja langsung tobys estate ato tmpt lain pet friendly paham tidak masalah usir kalo tidak pet friendly tanya lah kok baru ksh tau akir tanda larang bawa pet mana malah balas iya syarat tentu lah mau ngopi starbuck baca syarat tentu daftar email baru begitu maksud minim tidak kasih tanda no pets allowed ato gimana lah bok langsung ksh tau langsung jgn nunggu mesen dulu kyk kejar target aja,698
615,"Setiap pingin ngopi kenangan yg tanpa masuk mol, saya pasti mampir kesini dikarenakan dekat dengan rumah saya. Walaupun stand kecil di samping dalam pom bensin , tapi soal kualitas dan rasa tetap sama. Harga yg pas di kantong bener bener bikin ketagihan. Saya salah 1 pelanggan anda! Oh ya dikarenakan ini join sama pom bensin artinya ga banyak tempat duduk jadinya mau santai santai ya ga bisa. Apalagi outdoor tanpa AC pastinya kan panas!!",5,441,tiap pingin ngopi kenang tanpa masuk mol mampir kesini karena dekat rumah walaupun stand kecil samping pom bensin tapi soal kualitas rasa tetap sama harga pas kantong bener bener bikin tagih salah langgan karena join sama pom bensin arti ga banyak duduk jadi mau santai santai ga apalagi outdoor tanpa ac kan panas,314
616,"Saya punya pengalaman undangan di Primarasa Sidoarjo agak ada yg kurang di tempat pesta itu....ruang undangan pengantin di *lantai 3* sementara akses *harus naik tangga*....saran seharusnya ada lift atau tangga berjalan..kasian undangan yg sdh sepuh,apalagi yg berkursi roda......mohon jd perhatiannya.",4,302,punya alam undang primarasa sidoarjo agak kurang pesta ruang undang pengantin lantai sementara akses naik tangga saran lift tangga jalan kasi undang sdh sepuh apalagi kurs roda mohon jd perhati,193
617,pelayanan lemot,1,15,lot,3
618,Alhamdulillah sudah cobain,4,26,alhamdulillah cobain,20
619,Suasana Makanan Semuanyaa enakk bangettt ciri khas kuah steaknyaa,5,65,suasana semuanyaa enakk bangettt ciri khas kuah steaknyaa,57
620,Pelayanan gak memuaskan. Di google tutup jam 9 tapi pihak toko bilang tutup jam 8 dan masih jam 7 duduk di bagian atas udah di usir katanya mau di bersihkan,1,156,gak muas google tutup jam tapi pihak toko bilang tutup jam masih jam duduk atas udah usir kata mau sih,102
621,"Ikan goreng nya juara krispi dan rasanya enak ,untuk harga menengah keatas, untuk pelayanan baik not bad untuk di coba",4,118,ikan goreng juara krispi rasa enak harga tengah atas baik not bad coba,70
622,"Makanan salah kirim tidak sesuai dengan pesanan, pengantinya sampai 30 menit itupun harus nanya terus",1,101,salah kirim tidak sesuai pesan anti menit nanya terus,53
623,Enak sekali ngopi disini. Ramah banget mas2 nya. Dan kalau mau ngopi di atas juga bisa. View nyaa kendaraan yang lalu lalang. Bisa buat tempat ngerjain tugas ataupun kencan :),5,175,enak sekali ngopi sini ramah banget mas kalau mau ngopi atas view nyaa kendara lalu lalang buat ngerjain tugas kencan,117
624,Menemani teman beli alat lab. Bagus karena yang teman saya cari tersedia.,5,73,tani teman beli alat lab bagus karena teman cari sedia,54
625,Bisa Buat Rest Area Ke Jembatan Suramadu,5,40,buat rest area jembatan suramadu,32
626,Pelayanannya memuaskan,5,22,muas,4
627,Pelayanan nya kurang ramah sama coustumer,1,41,kurang ramah sama coustumer,27
628,"Tertulis di pintu outlet close pukul 23.30, karena butuh kopi, gercep ke outlet ini sampai pukul 23.20. Tapi pegawai bilang sudah close. Mengecewakan",1,149,tulis pintu outlet close pukul karena butuh kopi gercep outlet pukul tapi pegawai bilang close kecewa,101
629,Parkir oke pelyanan oke lokasi mantap,5,37,parkir oke pelyanan oke lokasi mantap,37
630,pelayanan lama,1,14,lama,4
631,"Topp Buat Kopi Kenangan Cocok Banget buat nongki/ngopi,  Setelah ngisi bensin di pertamina jemursari atau gak perjalanan panjang dan rehat Spbu jemursari jg memiliki supermarket Beli Snack/Pop mie Dan jangan lupa pastinya di dampingi kopi kenangan sangat nikmat haha Di sebrang spbu jg ada starbuck Di sini saya jg mesen roti rotian dari kopi kenangan rasanya enak,kenyang,isian ga pelit sama sekali sipp dah jangan lupa beliin buat keluarga jg haha",4,449,topp buat kopi kenang cocok banget buat nongki ngopi telah ngisi bensin pertamina jemursari gak jalan panjang rehat spbu jemursari jg milik supermarket beli snack pop mie jangan lupa damping kopi kenang sangat nikmat haha sebrang spbu jg starbuck sini jg mesen roti roti kopi kenang rasa enak kenyang isi ga pelit sama sekali sipp dah jangan lupa beliin buat keluarga jg haha,375
632,pelayanannya cepat promonya gila2an,5,35,cepat promonya gila,19
